relationship_rank,relationship,target,predictor,lag,province,n_samples,control_mode,spearman_corr,kendall_tau,distance_corr,mutual_info,abs_spearman
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_An Giang,263,month,0.5253908575566277,0.34054226789612185,0.4814663412556403,0.3339620562701415,0.5253908575566277
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_BR Vũng Tàu,263,month,0.5375165575584113,0.384093845769947,0.5539304383077798,0.46501576963339586,0.5375165575584113
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bình Phước,263,month,0.5158816058743321,0.3844333812799048,0.5481950580983671,0.3982812682370267,0.5158816058743321
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bình Thuận,263,month,0.5975321998135886,0.42479931595872195,0.5947770158690332,0.3845009302738367,0.5975321998135886
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bình Định,263,month,0.5720203116482767,0.42475178987797807,0.5966653817948994,0.4572729855726365,0.5720203116482767
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bạc Liêu,263,month,0.3101046077651017,0.2189346540996784,0.3520913367281085,0.3143694590825681,0.3101046077651017
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bắc Giang,263,month,0.5491477755025564,0.40799855518638894,0.6549034046418045,0.6429250894233105,0.5491477755025564
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Bắc Kạn,263,month,0.12017953808732112,0.07952454148544234,0.18807430368816058,0.1005818168352226,0.12017953808732112
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Cao Bằng,263,month,0.5509489439802606,0.4071451604477811,0.5293222557041322,0.22710639320244974,0.5509489439802606
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Cà Mau,263,month,0.5684107566245952,0.4655580980782868,0.5654230930912819,0.6779114234105248,0.5684107566245952
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Cần Thơ,263,month,0.16570511172392097,0.12654453318532446,0.24066102204346382,0.16751739582696512,0.16570511172392097
3,Influenza_rates <- Diarrhoea_rates (lag 1),Influenza_rates,Diarrhoea_rates,1,squeezed_Gia Lai,263,month,0.42271657351924513,0.31061483057645767,0.48306630947989865,0.20316286822386065,0.42271657351924513
